;ds;top_level;middle_level;bottom_level;y
1594;1993-04-01;Brasil;Pará;Fluvial;110.0
1595;1993-04-01;Brasil;Pará;Marítima;0.0
1596;1993-05-01;Brasil;Pará;Aérea;700.0
1597;1993-05-01;Brasil;Pará;Fluvial;64.0
1598;1993-05-01;Brasil;Pará;Marítima;0.0
1599;1993-06-01;Brasil;Pará;Aérea;565.0
1600;1993-06-01;Brasil;Pará;Fluvial;25.0
1601;1993-06-01;Brasil;Pará;Marítima;0.0
1602;1993-07-01;Brasil;Pará;Aérea;1102.0
1603;1993-07-01;Brasil;Pará;Fluvial;29.0
1604;1993-07-01;Brasil;Pará;Marítima;0.0
1605;1993-08-01;Brasil;Pará;Aérea;893.0
1606;1993-08-01;Brasil;Pará;Fluvial;32.0
1607;1993-08-01;Brasil;Pará;Marítima;0.0
1608;1993-09-01;Brasil;Pará;Aérea;452.0
1609;1993-09-01;Brasil;Pará;Fluvial;2.0
1610;1993-09-01;Brasil;Pará;Marítima;0.0
1611;1993-10-01;Brasil;Pará;Aérea;729.0
1612;1993-10-01;Brasil;Pará;Fluvial;30.0
1613;1993-10-01;Brasil;Pará;Marítima;0.0
1614;1993-11-01;Brasil;Pará;Aérea;414.0
1615;1993-11-01;Brasil;Pará;Fluvial;626.0
1616;1993-11-01;Brasil;Pará;Marítima;0.0
1617;1993-12-01;Brasil;Pará;Aérea;727.0
1618;1993-12-01;Brasil;Pará;Fluvial;63.0
1619;1993-12-01;Brasil;Pará;Marítima;0.0
1620;1993-01-01;Brasil;Pernambuco;Aérea;6663.0
1621;1993-01-01;Brasil;Pernambuco;Marítima;499.0
1622;1993-02-01;Brasil;Pernambuco;Aérea;6522.0
1623;1993-02-01;Brasil;Pernambuco;Marítima;605.0
1624;1993-03-01;Brasil;Pernambuco;Aérea;2224.0
1625;1993-03-01;Brasil;Pernambuco;Marítima;38.0
1626;1993-04-01;Brasil;Pernambuco;Aérea;3609.0
1627;1993-04-01;Brasil;Pernambuco;Marítima;12.0
1628;1993-05-01;Brasil;Pernambuco;Aérea;2562.0
1629;1993-05-01;Brasil;Pernambuco;Marítima;26.0
1630;1993-06-01;Brasil;Pernambuco;Aérea;2203.0
1631;1993-06-01;Brasil;Pernambuco;Marítima;11.0
1632;1993-07-01;Brasil;Pernambuco;Aérea;3465.0
1633;1993-07-01;Brasil;Pernambuco;Marítima;23.0
1634;1993-08-01;Brasil;Pernambuco;Aérea;4079.0
1635;1993-08-01;Brasil;Pernambuco;Marítima;15.0
1636;1993-09-01;Brasil;Pernambuco;Aérea;2776.0
1637;1993-09-01;Brasil;Pernambuco;Marítima;24.0
1638;1993-10-01;Brasil;Pernambuco;Aérea;3261.0
1639;1993-10-01;Brasil;Pernambuco;Marítima;14.0
1640;1993-11-01;Brasil;Pernambuco;Aérea;3917.0
1641;1993-11-01;Brasil;Pernambuco;Marítima;721.0
1642;1993-12-01;Brasil;Pernambuco;Aérea;4477.0
1643;1993-12-01;Brasil;Pernambuco;Marítima;621.0
1644;1993-01-01;Brasil;Rio Grande do Sul;Aérea;6684.0
1645;1993-01-01;Brasil;Rio Grande do Sul;Fluvial;10472.0
1646;1993-01-01;Brasil;Rio Grande do Sul;Marítima;87.0
1647;1993-01-01;Brasil;Rio Grande do Sul;Terrestre;139599.0
1648;1993-02-01;Brasil;Rio Grande do Sul;Aérea;6154.0
1649;1993-02-01;Brasil;Rio Grande do Sul;Fluvial;3934.0
1650;1993-02-01;Brasil;Rio Grande do Sul;Marítima;98.0
1651;1993-02-01;Brasil;Rio Grande do Sul;Terrestre;109386.0
1652;1993-03-01;Brasil;Rio Grande do Sul;Aérea;5492.0
1653;1993-03-01;Brasil;Rio Grande do Sul;Fluvial;775.0
1654;1993-03-01;Brasil;Rio Grande do Sul;Marítima;475.0
1655;1993-03-01;Brasil;Rio Grande do Sul;Terrestre;54929.0
1656;1993-04-01;Brasil;Rio Grande do Sul;Aérea;4065.0
1657;1993-04-01;Brasil;Rio Grande do Sul;Fluvial;806.0
1658;1993-04-01;Brasil;Rio Grande do Sul;Marítima;79.0
1659;1993-04-01;Brasil;Rio Grande do Sul;Terrestre;41987.0
1660;1993-05-01;Brasil;Rio Grande do Sul;Aérea;2231.0
1661;1993-05-01;Brasil;Rio Grande do Sul;Fluvial;480.0
1662;1993-05-01;Brasil;Rio Grande do Sul;Marítima;44.0
1663;1993-05-01;Brasil;Rio Grande do Sul;Terrestre;13637.0
1664;1993-06-01;Brasil;Rio Grande do Sul;Aérea;2277.0
1665;1993-06-01;Brasil;Rio Grande do Sul;Fluvial;309.0
1666;1993-06-01;Brasil;Rio Grande do Sul;Marítima;119.0
1667;1993-06-01;Brasil;Rio Grande do Sul;Terrestre;9518.0
1668;1993-07-01;Brasil;Rio Grande do Sul;Aérea;3458.0
1669;1993-07-01;Brasil;Rio Grande do Sul;Fluvial;814.0
1670;1993-07-01;Brasil;Rio Grande do Sul;Marítima;103.0
1671;1993-07-01;Brasil;Rio Grande do Sul;Terrestre;26914.0
1672;1993-08-01;Brasil;Rio Grande do Sul;Aérea;3427.0
1673;1993-08-01;Brasil;Rio Grande do Sul;Fluvial;606.0
1674;1993-08-01;Brasil;Rio Grande do Sul;Marítima;88.0
1675;1993-08-01;Brasil;Rio Grande do Sul;Terrestre;13603.0
1676;1993-09-01;Brasil;Rio Grande do Sul;Aérea;2934.0
1677;1993-09-01;Brasil;Rio Grande do Sul;Fluvial;491.0
1678;1993-09-01;Brasil;Rio Grande do Sul;Marítima;69.0
1679;1993-09-01;Brasil;Rio Grande do Sul;Terrestre;17643.0
1680;1993-10-01;Brasil;Rio Grande do Sul;Aérea;4183.0
1681;1993-10-01;Brasil;Rio Grande do Sul;Fluvial;595.0
1682;1993-10-01;Brasil;Rio Grande do Sul;Marítima;21.0
1683;1993-10-01;Brasil;Rio Grande do Sul;Terrestre;21557.0
1684;1993-11-01;Brasil;Rio Grande do Sul;Aérea;4705.0
1685;1993-11-01;Brasil;Rio Grande do Sul;Fluvial;656.0
1686;1993-11-01;Brasil;Rio Grande do Sul;Marítima;60.0
1687;1993-11-01;Brasil;Rio Grande do Sul;Terrestre;21487.0
1688;1993-12-01;Brasil;Rio Grande do Sul;Aérea;6189.0
1689;1993-12-01;Brasil;Rio Grande do Sul;Fluvial;2322.0
1690;1993-12-01;Brasil;Rio Grande do Sul;Marítima;86.0
1691;1993-12-01;Brasil;Rio Grande do Sul;Terrestre;50319.0
1692;1993-01-01;Brasil;Rio de Janeiro;Aérea;57067.0
1693;1993-01-01;Brasil;Rio de Janeiro;Marítima;283.0
1694;1993-02-01;Brasil;Rio de Janeiro;Aérea;50865.0
1695;1993-02-01;Brasil;Rio de Janeiro;Marítima;3545.0
1696;1993-03-01;Brasil;Rio de Janeiro;Aérea;39395.0
1697;1993-03-01;Brasil;Rio de Janeiro;Marítima;226.0
1698;1993-04-01;Brasil;Rio de Janeiro;Aérea;24993.0
1699;1993-04-01;Brasil;Rio de Janeiro;Marítima;127.0
1700;1993-05-01;Brasil;Rio de Janeiro;Aérea;20446.0
1701;1993-05-01;Brasil;Rio de Janeiro;Marítima;102.0
1702;1993-06-01;Brasil;Rio de Janeiro;Aérea;18149.0
1703;1993-06-01;Brasil;Rio de Janeiro;Marítima;200.0
1704;1993-07-01;Brasil;Rio de Janeiro;Aérea;28000.0
1705;1993-07-01;Brasil;Rio de Janeiro;Marítima;147.0
1706;1993-08-01;Brasil;Rio de Janeiro;Aérea;27304.0
1707;1993-08-01;Brasil;Rio de Janeiro;Marítima;141.0
1708;1993-09-01;Brasil;Rio de Janeiro;Aérea;18058.0
1709;1993-09-01;Brasil;Rio de Janeiro;Marítima;200.0
1710;1993-10-01;Brasil;Rio de Janeiro;Aérea;28367.0
1711;1993-10-01;Brasil;Rio de Janeiro;Marítima;705.0
1712;1993-11-01;Brasil;Rio de Janeiro;Aérea;20082.0
1713;1993-11-01;Brasil;Rio de Janeiro;Marítima;722.0
1714;1993-12-01;Brasil;Rio de Janeiro;Aérea;22349.0
1715;1993-12-01;Brasil;Rio de Janeiro;Marítima;392.0
1716;1993-01-01;Brasil;São Paulo;Aérea;1331.0
1717;1993-01-01;Brasil;São Paulo;Marítima;1282.0
1718;1993-02-01;Brasil;São Paulo;Aérea;24139.0
1719;1993-02-01;Brasil;São Paulo;Marítima;465.0
1720;1993-03-01;Brasil;São Paulo;Aérea;20219.0
1721;1993-03-01;Brasil;São Paulo;Marítima;1315.0
1722;1993-04-01;Brasil;São Paulo;Aérea;12557.0
1723;1993-04-01;Brasil;São Paulo;Marítima;121.0
1724;1993-05-01;Brasil;São Paulo;Aérea;10956.0
1725;1993-05-01;Brasil;São Paulo;Marítima;149.0
1726;1993-06-01;Brasil;São Paulo;Aérea;5857.0
1727;1993-06-01;Brasil;São Paulo;Marítima;114.0
1728;1993-07-01;Brasil;São Paulo;Aérea;131.0
1729;1993-07-01;Brasil;São Paulo;Marítima;218.0
1730;1993-08-01;Brasil;São Paulo;Aérea;22686.0
1731;1993-08-01;Brasil;São Paulo;Marítima;146.0
1732;1993-09-01;Brasil;São Paulo;Aérea;29566.0
1733;1993-09-01;Brasil;São Paulo;Marítima;204.0
1734;1993-10-01;Brasil;São Paulo;Aérea;29562.0
1735;1993-10-01;Brasil;São Paulo;Marítima;238.0
1736;1993-11-01;Brasil;São Paulo;Aérea;24014.0
1737;1993-11-01;Brasil;São Paulo;Marítima;249.0
1738;1993-12-01;Brasil;São Paulo;Aérea;35101.0
1739;1993-12-01;Brasil;São Paulo;Marítima;531.0
1740;1994-01-01;Brasil;Amazonas;Aérea;41.0
1741;1994-01-01;Brasil;Amazonas;Fluvial;0.0
1742;1994-01-01;Brasil;Amazonas;Terrestre;0.0
1743;1994-02-01;Brasil;Amazonas;Aérea;823.0
1744;1994-02-01;Brasil;Amazonas;Fluvial;14.0
1745;1994-02-01;Brasil;Amazonas;Terrestre;219.0
1746;1994-03-01;Brasil;Amazonas;Aérea;1422.0
1747;1994-03-01;Brasil;Amazonas;Fluvial;244.0
1748;1994-03-01;Brasil;Amazonas;Terrestre;183.0
1749;1994-04-01;Brasil;Amazonas;Aérea;1356.0
1750;1994-04-01;Brasil;Amazonas;Fluvial;13.0
1751;1994-04-01;Brasil;Amazonas;Terrestre;141.0
1752;1994-05-01;Brasil;Amazonas;Aérea;469.0
1753;1994-05-01;Brasil;Amazonas;Fluvial;3.0
1754;1994-05-01;Brasil;Amazonas;Terrestre;158.0
1755;1994-06-01;Brasil;Amazonas;Aérea;624.0
1756;1994-06-01;Brasil;Amazonas;Fluvial;11.0
1757;1994-06-01;Brasil;Amazonas;Terrestre;128.0
1758;1994-07-01;Brasil;Amazonas;Aérea;685.0
1759;1994-07-01;Brasil;Amazonas;Fluvial;30.0
1760;1994-07-01;Brasil;Amazonas;Terrestre;190.0
1761;1994-08-01;Brasil;Amazonas;Aérea;622.0
1762;1994-08-01;Brasil;Amazonas;Fluvial;4.0
1763;1994-08-01;Brasil;Amazonas;Terrestre;205.0
1764;1994-09-01;Brasil;Amazonas;Aérea;545.0
1765;1994-09-01;Brasil;Amazonas;Fluvial;9.0
1766;1994-09-01;Brasil;Amazonas;Terrestre;198.0
1767;1994-10-01;Brasil;Amazonas;Aérea;1186.0
1768;1994-10-01;Brasil;Amazonas;Fluvial;23.0
1769;1994-10-01;Brasil;Amazonas;Terrestre;198.0
1770;1994-11-01;Brasil;Amazonas;Aérea;1168.0
1771;1994-11-01;Brasil;Amazonas;Fluvial;32.0
1772;1994-11-01;Brasil;Amazonas;Terrestre;187.0
1773;1994-12-01;Brasil;Amazonas;Aérea;472.0
1774;1994-12-01;Brasil;Amazonas;Fluvial;9.0
1775;1994-12-01;Brasil;Amazonas;Terrestre;223.0
1776;1994-01-01;Brasil;Bahia;Aérea;8981.0
1777;1994-01-01;Brasil;Bahia;Marítima;1137.0
1778;1994-02-01;Brasil;Bahia;Aérea;9625.0
1779;1994-02-01;Brasil;Bahia;Marítima;77.0
1780;1994-03-01;Brasil;Bahia;Aérea;9580.0
1781;1994-03-01;Brasil;Bahia;Marítima;41.0
1782;1994-04-01;Brasil;Bahia;Aérea;5394.0
1783;1994-04-01;Brasil;Bahia;Marítima;38.0
1784;1994-05-01;Brasil;Bahia;Aérea;3002.0
1785;1994-05-01;Brasil;Bahia;Marítima;60.0
1786;1994-06-01;Brasil;Bahia;Aérea;2248.0
1787;1994-06-01;Brasil;Bahia;Marítima;35.0
1788;1994-07-01;Brasil;Bahia;Aérea;6385.0
1789;1994-07-01;Brasil;Bahia;Marítima;51.0
1790;1994-08-01;Brasil;Bahia;Aérea;4830.0
1791;1994-08-01;Brasil;Bahia;Marítima;71.0
1792;1994-09-01;Brasil;Bahia;Aérea;4184.0
1793;1994-09-01;Brasil;Bahia;Marítima;32.0
1794;1994-10-01;Brasil;Bahia;Aérea;4730.0
1795;1994-10-01;Brasil;Bahia;Marítima;29.0
1796;1994-11-01;Brasil;Bahia;Aérea;3821.0
1797;1994-11-01;Brasil;Bahia;Marítima;40.0
1798;1994-12-01;Brasil;Bahia;Aérea;3690.0
1799;1994-12-01;Brasil;Bahia;Marítima;57.0
1800;1994-01-01;Brasil;Distrito Federal;Aérea;338.0
1801;1994-02-01;Brasil;Distrito Federal;Aérea;215.0
1802;1994-03-01;Brasil;Distrito Federal;Aérea;340.0
1803;1994-04-01;Brasil;Distrito Federal;Aérea;218.0
1804;1994-05-01;Brasil;Distrito Federal;Aérea;395.0
1805;1994-06-01;Brasil;Distrito Federal;Aérea;370.0
1806;1994-07-01;Brasil;Distrito Federal;Aérea;364.0
1807;1994-08-01;Brasil;Distrito Federal;Aérea;375.0
1808;1994-09-01;Brasil;Distrito Federal;Aérea;258.0
1809;1994-10-01;Brasil;Distrito Federal;Aérea;220.0
1810;1994-11-01;Brasil;Distrito Federal;Aérea;214.0
1811;1994-12-01;Brasil;Distrito Federal;Aérea;567.0
1812;1994-01-01;Brasil;Mato Grosso do Sul;Aérea;0.0
1813;1994-01-01;Brasil;Mato Grosso do Sul;Terrestre;3498.0
1814;1994-02-01;Brasil;Mato Grosso do Sul;Aérea;0.0
1815;1994-02-01;Brasil;Mato Grosso do Sul;Terrestre;2580.0
1816;1994-03-01;Brasil;Mato Grosso do Sul;Aérea;0.0
1817;1994-03-01;Brasil;Mato Grosso do Sul;Terrestre;2581.0
1818;1994-04-01;Brasil;Mato Grosso do Sul;Aérea;0.0
1819;1994-04-01;Brasil;Mato Grosso do Sul;Terrestre;1509.0
1820;1994-05-01;Brasil;Mato Grosso do Sul;Aérea;0.0
1821;1994-05-01;Brasil;Mato Grosso do Sul;Terrestre;1843.0
1822;1994-06-01;Brasil;Mato Grosso do Sul;Aérea;0.0
1823;1994-06-01;Brasil;Mato Grosso do Sul;Terrestre;1785.0
1824;1994-07-01;Brasil;Mato Grosso do Sul;Aérea;0.0
1825;1994-07-01;Brasil;Mato Grosso do Sul;Terrestre;2067.0
1826;1994-08-01;Brasil;Mato Grosso do Sul;Aérea;7.0
1827;1994-08-01;Brasil;Mato Grosso do Sul;Terrestre;2089.0
1828;1994-09-01;Brasil;Mato Grosso do Sul;Aérea;0.0
1829;1994-09-01;Brasil;Mato Grosso do Sul;Terrestre;2069.0
1830;1994-10-01;Brasil;Mato Grosso do Sul;Aérea;0.0
1831;1994-10-01;Brasil;Mato Grosso do Sul;Terrestre;1835.0
1832;1994-11-01;Brasil;Mato Grosso do Sul;Aérea;0.0
1833;1994-11-01;Brasil;Mato Grosso do Sul;Terrestre;2020.0
1834;1994-12-01;Brasil;Mato Grosso do Sul;Aérea;0.0
1835;1994-12-01;Brasil;Mato Grosso do Sul;Terrestre;2516.0
1836;1994-01-01;Brasil;Outras Unidades da Federação;Aérea;27670.0
1837;1994-01-01;Brasil;Outras Unidades da Federação;Fluvial;56.0
1838;1994-01-01;Brasil;Outras Unidades da Federação;Marítima;2200.0
1839;1994-01-01;Brasil;Outras Unidades da Federação;Terrestre;22684.0
1840;1994-02-01;Brasil;Outras Unidades da Federação;Aérea;20558.0
1841;1994-02-01;Brasil;Outras Unidades da Federação;Fluvial;0.0
1842;1994-02-01;Brasil;Outras Unidades da Federação;Marítima;301.0
1843;1994-02-01;Brasil;Outras Unidades da Federação;Terrestre;7819.0
1844;1994-03-01;Brasil;Outras Unidades da Federação;Aérea;8640.0
1845;1994-03-01;Brasil;Outras Unidades da Federação;Fluvial;2.0
1846;1994-03-01;Brasil;Outras Unidades da Federação;Marítima;707.0
1847;1994-03-01;Brasil;Outras Unidades da Federação;Terrestre;2369.0
1848;1994-04-01;Brasil;Outras Unidades da Federação;Aérea;4079.0
1849;1994-04-01;Brasil;Outras Unidades da Federação;Fluvial;0.0
1850;1994-04-01;Brasil;Outras Unidades da Federação;Marítima;1132.0
1851;1994-04-01;Brasil;Outras Unidades da Federação;Terrestre;1374.0
1852;1994-05-01;Brasil;Outras Unidades da Federação;Aérea;2215.0
1853;1994-05-01;Brasil;Outras Unidades da Federação;Fluvial;3.0
1854;1994-05-01;Brasil;Outras Unidades da Federação;Marítima;186.0
1855;1994-05-01;Brasil;Outras Unidades da Federação;Terrestre;887.0
1856;1994-06-01;Brasil;Outras Unidades da Federação;Aérea;2045.0
1857;1994-06-01;Brasil;Outras Unidades da Federação;Fluvial;1.0
1858;1994-06-01;Brasil;Outras Unidades da Federação;Marítima;194.0
1859;1994-06-01;Brasil;Outras Unidades da Federação;Terrestre;935.0
1860;1994-07-01;Brasil;Outras Unidades da Federação;Aérea;6370.0
1861;1994-07-01;Brasil;Outras Unidades da Federação;Fluvial;11.0
1862;1994-07-01;Brasil;Outras Unidades da Federação;Marítima;159.0
1863;1994-07-01;Brasil;Outras Unidades da Federação;Terrestre;1654.0
1864;1994-08-01;Brasil;Outras Unidades da Federação;Aérea;4133.0
1865;1994-08-01;Brasil;Outras Unidades da Federação;Fluvial;2.0
1866;1994-08-01;Brasil;Outras Unidades da Federação;Marítima;107.0
1867;1994-08-01;Brasil;Outras Unidades da Federação;Terrestre;1912.0
1868;1994-09-01;Brasil;Outras Unidades da Federação;Aérea;3310.0
1869;1994-09-01;Brasil;Outras Unidades da Federação;Fluvial;0.0
1870;1994-09-01;Brasil;Outras Unidades da Federação;Marítima;133.0
1871;1994-09-01;Brasil;Outras Unidades da Federação;Terrestre;1732.0
1872;1994-10-01;Brasil;Outras Unidades da Federação;Aérea;4565.0
1873;1994-10-01;Brasil;Outras Unidades da Federação;Fluvial;5.0
1874;1994-10-01;Brasil;Outras Unidades da Federação;Marítima;636.0
1875;1994-10-01;Brasil;Outras Unidades da Federação;Terrestre;1625.0
1876;1994-11-01;Brasil;Outras Unidades da Federação;Aérea;4458.0
1877;1994-11-01;Brasil;Outras Unidades da Federação;Fluvial;2.0
1878;1994-11-01;Brasil;Outras Unidades da Federação;Marítima;227.0
1879;1994-11-01;Brasil;Outras Unidades da Federação;Terrestre;1727.0
1880;1994-12-01;Brasil;Outras Unidades da Federação;Aérea;6955.0
1881;1994-12-01;Brasil;Outras Unidades da Federação;Fluvial;14.0
1882;1994-12-01;Brasil;Outras Unidades da Federação;Marítima;408.0
1883;1994-12-01;Brasil;Outras Unidades da Federação;Terrestre;4934.0
1884;1994-01-01;Brasil;Paraná;Aérea;999.0
1885;1994-01-01;Brasil;Paraná;Fluvial;81.0
1886;1994-01-01;Brasil;Paraná;Marítima;53.0
1887;1994-01-01;Brasil;Paraná;Terrestre;44032.0
1888;1994-02-01;Brasil;Paraná;Aérea;933.0
1889;1994-02-01;Brasil;Paraná;Fluvial;81.0
1890;1994-02-01;Brasil;Paraná;Marítima;29.0
1891;1994-02-01;Brasil;Paraná;Terrestre;20135.0
1892;1994-03-01;Brasil;Paraná;Aérea;1011.0
1893;1994-03-01;Brasil;Paraná;Fluvial;54.0
1894;1994-03-01;Brasil;Paraná;Marítima;49.0
1895;1994-03-01;Brasil;Paraná;Terrestre;12369.0
1896;1994-04-01;Brasil;Paraná;Aérea;714.0
1897;1994-04-01;Brasil;Paraná;Fluvial;18.0
1898;1994-04-01;Brasil;Paraná;Marítima;48.0
1899;1994-04-01;Brasil;Paraná;Terrestre;7082.0
1900;1994-05-01;Brasil;Paraná;Aérea;763.0
1901;1994-05-01;Brasil;Paraná;Fluvial;32.0
1902;1994-05-01;Brasil;Paraná;Marítima;40.0
1903;1994-05-01;Brasil;Paraná;Terrestre;6586.0
1904;1994-06-01;Brasil;Paraná;Aérea;508.0
1905;1994-06-01;Brasil;Paraná;Fluvial;33.0
1906;1994-06-01;Brasil;Paraná;Marítima;75.0
1907;1994-06-01;Brasil;Paraná;Terrestre;5868.0
1908;1994-07-01;Brasil;Paraná;Aérea;1114.0
1909;1994-07-01;Brasil;Paraná;Fluvial;17.0
1910;1994-07-01;Brasil;Paraná;Marítima;86.0
1911;1994-07-01;Brasil;Paraná;Terrestre;9080.0
1912;1994-08-01;Brasil;Paraná;Aérea;1096.0
1913;1994-08-01;Brasil;Paraná;Fluvial;42.0
1914;1994-08-01;Brasil;Paraná;Marítima;69.0
1915;1994-08-01;Brasil;Paraná;Terrestre;6717.0
1916;1994-09-01;Brasil;Paraná;Aérea;1219.0
1917;1994-09-01;Brasil;Paraná;Fluvial;24.0
1918;1994-09-01;Brasil;Paraná;Marítima;54.0
1919;1994-09-01;Brasil;Paraná;Terrestre;7511.0
1920;1994-10-01;Brasil;Paraná;Aérea;1287.0
1921;1994-10-01;Brasil;Paraná;Fluvial;48.0
1922;1994-10-01;Brasil;Paraná;Marítima;56.0
1923;1994-10-01;Brasil;Paraná;Terrestre;7740.0
1924;1994-11-01;Brasil;Paraná;Aérea;1215.0
1925;1994-11-01;Brasil;Paraná;Fluvial;74.0
1926;1994-11-01;Brasil;Paraná;Marítima;53.0
1927;1994-11-01;Brasil;Paraná;Terrestre;8338.0
1928;1994-12-01;Brasil;Paraná;Aérea;900.0
1929;1994-12-01;Brasil;Paraná;Fluvial;78.0
1930;1994-12-01;Brasil;Paraná;Marítima;35.0
1931;1994-12-01;Brasil;Paraná;Terrestre;16058.0
1932;1994-01-01;Brasil;Pará;Aérea;456.0
1933;1994-01-01;Brasil;Pará;Fluvial;6.0
1934;1994-02-01;Brasil;Pará;Aérea;434.0
1935;1994-02-01;Brasil;Pará;Fluvial;32.0
1936;1994-03-01;Brasil;Pará;Aérea;579.0
1937;1994-03-01;Brasil;Pará;Fluvial;348.0
1938;1994-04-01;Brasil;Pará;Aérea;317.0
1939;1994-04-01;Brasil;Pará;Fluvial;11.0
1940;1994-05-01;Brasil;Pará;Aérea;493.0
1941;1994-05-01;Brasil;Pará;Fluvial;3.0
1942;1994-06-01;Brasil;Pará;Aérea;734.0
1943;1994-06-01;Brasil;Pará;Fluvial;11.0
1944;1994-07-01;Brasil;Pará;Aérea;781.0
1945;1994-07-01;Brasil;Pará;Fluvial;12.0
1946;1994-08-01;Brasil;Pará;Aérea;806.0
1947;1994-08-01;Brasil;Pará;Fluvial;7.0
1948;1994-09-01;Brasil;Pará;Aérea;301.0
1949;1994-09-01;Brasil;Pará;Fluvial;12.0
1950;1994-10-01;Brasil;Pará;Aérea;421.0
1951;1994-10-01;Brasil;Pará;Fluvial;977.0
1952;1994-11-01;Brasil;Pará;Aérea;415.0
1953;1994-11-01;Brasil;Pará;Fluvial;19.0
1954;1994-12-01;Brasil;Pará;Aérea;623.0
1955;1994-12-01;Brasil;Pará;Fluvial;30.0
1956;1994-01-01;Brasil;Pernambuco;Aérea;9329.0
1957;1994-01-01;Brasil;Pernambuco;Marítima;364.0
1958;1994-02-01;Brasil;Pernambuco;Aérea;6062.0
1959;1994-02-01;Brasil;Pernambuco;Marítima;194.0
1960;1994-03-01;Brasil;Pernambuco;Aérea;5487.0
1961;1994-03-01;Brasil;Pernambuco;Marítima;69.0
1962;1994-04-01;Brasil;Pernambuco;Aérea;2664.0
1963;1994-04-01;Brasil;Pernambuco;Marítima;24.0
1964;1994-05-01;Brasil;Pernambuco;Aérea;2191.0
1965;1994-05-01;Brasil;Pernambuco;Marítima;24.0
1966;1994-06-01;Brasil;Pernambuco;Aérea;2256.0
1967;1994-06-01;Brasil;Pernambuco;Marítima;33.0
1968;1994-07-01;Brasil;Pernambuco;Aérea;4276.0
1969;1994-07-01;Brasil;Pernambuco;Marítima;7.0
1970;1994-08-01;Brasil;Pernambuco;Aérea;4179.0
1971;1994-08-01;Brasil;Pernambuco;Marítima;39.0
1972;1994-09-01;Brasil;Pernambuco;Aérea;2927.0
1973;1994-09-01;Brasil;Pernambuco;Marítima;7.0
1974;1994-10-01;Brasil;Pernambuco;Aérea;3295.0
1975;1994-10-01;Brasil;Pernambuco;Marítima;554.0
1976;1994-11-01;Brasil;Pernambuco;Aérea;3647.0
1977;1994-11-01;Brasil;Pernambuco;Marítima;1304.0
1978;1994-12-01;Brasil;Pernambuco;Aérea;2054.0
1979;1994-12-01;Brasil;Pernambuco;Marítima;321.0
1980;1994-01-01;Brasil;Rio Grande do Sul;Aérea;8857.0
1981;1994-01-01;Brasil;Rio Grande do Sul;Fluvial;9815.0
1982;1994-01-01;Brasil;Rio Grande do Sul;Marítima;134.0
1983;1994-01-01;Brasil;Rio Grande do Sul;Terrestre;166038.0
1984;1994-02-01;Brasil;Rio Grande do Sul;Aérea;7750.0
1985;1994-02-01;Brasil;Rio Grande do Sul;Fluvial;2277.0
1986;1994-02-01;Brasil;Rio Grande do Sul;Marítima;250.0
1987;1994-02-01;Brasil;Rio Grande do Sul;Terrestre;89776.0
1988;1994-03-01;Brasil;Rio Grande do Sul;Aérea;6134.0
1989;1994-03-01;Brasil;Rio Grande do Sul;Fluvial;751.0
1990;1994-03-01;Brasil;Rio Grande do Sul;Marítima;95.0
1991;1994-03-01;Brasil;Rio Grande do Sul;Terrestre;53098.0
1992;1994-04-01;Brasil;Rio Grande do Sul;Aérea;3953.0
1993;1994-04-01;Brasil;Rio Grande do Sul;Fluvial;419.0
1994;1994-04-01;Brasil;Rio Grande do Sul;Marítima;68.0
1995;1994-04-01;Brasil;Rio Grande do Sul;Terrestre;18957.0
1996;1994-05-01;Brasil;Rio Grande do Sul;Aérea;3147.0
1997;1994-05-01;Brasil;Rio Grande do Sul;Fluvial;455.0
1998;1994-05-01;Brasil;Rio Grande do Sul;Marítima;117.0
1999;1994-05-01;Brasil;Rio Grande do Sul;Terrestre;11038.0
2000;1994-06-01;Brasil;Rio Grande do Sul;Aérea;2541.0
2001;1994-06-01;Brasil;Rio Grande do Sul;Fluvial;437.0
2002;1994-06-01;Brasil;Rio Grande do Sul;Marítima;129.0
2003;1994-06-01;Brasil;Rio Grande do Sul;Terrestre;7592.0
2004;1994-07-01;Brasil;Rio Grande do Sul;Aérea;3018.0
2005;1994-07-01;Brasil;Rio Grande do Sul;Fluvial;570.0
2006;1994-07-01;Brasil;Rio Grande do Sul;Marítima;93.0
2007;1994-07-01;Brasil;Rio Grande do Sul;Terrestre;17842.0
2008;1994-08-01;Brasil;Rio Grande do Sul;Aérea;3048.0
2009;1994-08-01;Brasil;Rio Grande do Sul;Fluvial;484.0
2010;1994-08-01;Brasil;Rio Grande do Sul;Marítima;110.0
2011;1994-08-01;Brasil;Rio Grande do Sul;Terrestre;9543.0
2012;1994-09-01;Brasil;Rio Grande do Sul;Aérea;3606.0
2013;1994-09-01;Brasil;Rio Grande do Sul;Fluvial;466.0
2014;1994-09-01;Brasil;Rio Grande do Sul;Marítima;94.0
2015;1994-09-01;Brasil;Rio Grande do Sul;Terrestre;13528.0
2016;1994-10-01;Brasil;Rio Grande do Sul;Aérea;5173.0
2017;1994-10-01;Brasil;Rio Grande do Sul;Fluvial;576.0
2018;1994-10-01;Brasil;Rio Grande do Sul;Marítima;105.0
2019;1994-10-01;Brasil;Rio Grande do Sul;Terrestre;16181.0
