;ds;top_level;middle_level;bottom_level;y
0;1989-01-01;Brasil;Amazonas;Aérea;757.0
1;1989-01-01;Brasil;Amazonas;Fluvial;5.0
2;1989-01-01;Brasil;Amazonas;Terrestre;103.0
3;1989-02-01;Brasil;Amazonas;Aérea;818.0
4;1989-02-01;Brasil;Amazonas;Fluvial;0.0
5;1989-02-01;Brasil;Amazonas;Terrestre;131.0
6;1989-03-01;Brasil;Amazonas;Aérea;381.0
7;1989-03-01;Brasil;Amazonas;Fluvial;13.0
8;1989-03-01;Brasil;Amazonas;Terrestre;15.0
9;1989-04-01;Brasil;Amazonas;Aérea;13.0
10;1989-04-01;Brasil;Amazonas;Fluvial;13.0
11;1989-04-01;Brasil;Amazonas;Terrestre;1.0
12;1989-05-01;Brasil;Amazonas;Aérea;40.0
13;1989-05-01;Brasil;Amazonas;Fluvial;5.0
14;1989-05-01;Brasil;Amazonas;Terrestre;62.0
15;1989-06-01;Brasil;Amazonas;Aérea;733.0
16;1989-06-01;Brasil;Amazonas;Fluvial;2.0
17;1989-06-01;Brasil;Amazonas;Terrestre;294.0
18;1989-07-01;Brasil;Amazonas;Aérea;646.0
19;1989-07-01;Brasil;Amazonas;Fluvial;5.0
20;1989-07-01;Brasil;Amazonas;Terrestre;133.0
21;1989-08-01;Brasil;Amazonas;Aérea;876.0
22;1989-08-01;Brasil;Amazonas;Fluvial;1.0
23;1989-08-01;Brasil;Amazonas;Terrestre;238.0
24;1989-09-01;Brasil;Amazonas;Aérea;1041.0
25;1989-09-01;Brasil;Amazonas;Fluvial;0.0
26;1989-09-01;Brasil;Amazonas;Terrestre;243.0
27;1989-10-01;Brasil;Amazonas;Aérea;1070.0
28;1989-10-01;Brasil;Amazonas;Fluvial;7.0
29;1989-10-01;Brasil;Amazonas;Terrestre;203.0
30;1989-11-01;Brasil;Amazonas;Aérea;2698.0
31;1989-11-01;Brasil;Amazonas;Fluvial;1150.0
32;1989-11-01;Brasil;Amazonas;Terrestre;364.0
33;1989-12-01;Brasil;Amazonas;Aérea;727.0
34;1989-12-01;Brasil;Amazonas;Fluvial;8.0
35;1989-12-01;Brasil;Amazonas;Terrestre;236.0
36;1989-01-01;Brasil;Bahia;Aérea;1421.0
37;1989-01-01;Brasil;Bahia;Marítima;804.0
38;1989-02-01;Brasil;Bahia;Aérea;1295.0
39;1989-02-01;Brasil;Bahia;Marítima;255.0
40;1989-03-01;Brasil;Bahia;Aérea;1939.0
41;1989-03-01;Brasil;Bahia;Marítima;61.0
42;1989-04-01;Brasil;Bahia;Aérea;1486.0
43;1989-04-01;Brasil;Bahia;Marítima;27.0
44;1989-05-01;Brasil;Bahia;Aérea;694.0
45;1989-05-01;Brasil;Bahia;Marítima;77.0
46;1989-06-01;Brasil;Bahia;Aérea;458.0
47;1989-06-01;Brasil;Bahia;Marítima;57.0
48;1989-07-01;Brasil;Bahia;Aérea;712.0
49;1989-07-01;Brasil;Bahia;Marítima;29.0
50;1989-08-01;Brasil;Bahia;Aérea;1046.0
51;1989-08-01;Brasil;Bahia;Marítima;49.0
52;1989-09-01;Brasil;Bahia;Aérea;843.0
53;1989-09-01;Brasil;Bahia;Marítima;31.0
54;1989-10-01;Brasil;Bahia;Aérea;1071.0
55;1989-10-01;Brasil;Bahia;Marítima;48.0
56;1989-11-01;Brasil;Bahia;Aérea;1606.0
57;1989-11-01;Brasil;Bahia;Marítima;53.0
58;1989-12-01;Brasil;Bahia;Aérea;2066.0
59;1989-12-01;Brasil;Bahia;Marítima;739.0
60;1989-01-01;Brasil;Distrito Federal;Aérea;43.0
61;1989-02-01;Brasil;Distrito Federal;Aérea;11.0
62;1989-03-01;Brasil;Distrito Federal;Aérea;89.0
63;1989-04-01;Brasil;Distrito Federal;Aérea;22.0
64;1989-05-01;Brasil;Distrito Federal;Aérea;9.0
65;1989-06-01;Brasil;Distrito Federal;Aérea;71.0
66;1989-07-01;Brasil;Distrito Federal;Aérea;9.0
67;1989-08-01;Brasil;Distrito Federal;Aérea;85.0
68;1989-09-01;Brasil;Distrito Federal;Aérea;53.0
69;1989-10-01;Brasil;Distrito Federal;Aérea;22.0
70;1989-11-01;Brasil;Distrito Federal;Aérea;0.0
71;1989-12-01;Brasil;Distrito Federal;Aérea;0.0
72;1989-01-01;Brasil;Mato Grosso do Sul;Aérea;14.0
73;1989-01-01;Brasil;Mato Grosso do Sul;Fluvial;0.0
74;1989-01-01;Brasil;Mato Grosso do Sul;Terrestre;3872.0
75;1989-02-01;Brasil;Mato Grosso do Sul;Aérea;13.0
76;1989-02-01;Brasil;Mato Grosso do Sul;Fluvial;0.0
77;1989-02-01;Brasil;Mato Grosso do Sul;Terrestre;2794.0
78;1989-03-01;Brasil;Mato Grosso do Sul;Aérea;11.0
79;1989-03-01;Brasil;Mato Grosso do Sul;Fluvial;0.0
80;1989-03-01;Brasil;Mato Grosso do Sul;Terrestre;2943.0
81;1989-04-01;Brasil;Mato Grosso do Sul;Aérea;9.0
82;1989-04-01;Brasil;Mato Grosso do Sul;Fluvial;0.0
83;1989-04-01;Brasil;Mato Grosso do Sul;Terrestre;2492.0
84;1989-05-01;Brasil;Mato Grosso do Sul;Aérea;9.0
85;1989-05-01;Brasil;Mato Grosso do Sul;Fluvial;0.0
86;1989-05-01;Brasil;Mato Grosso do Sul;Terrestre;2356.0
87;1989-06-01;Brasil;Mato Grosso do Sul;Aérea;17.0
88;1989-06-01;Brasil;Mato Grosso do Sul;Fluvial;0.0
89;1989-06-01;Brasil;Mato Grosso do Sul;Terrestre;2539.0
90;1989-07-01;Brasil;Mato Grosso do Sul;Aérea;4.0
91;1989-07-01;Brasil;Mato Grosso do Sul;Fluvial;0.0
92;1989-07-01;Brasil;Mato Grosso do Sul;Terrestre;2650.0
93;1989-08-01;Brasil;Mato Grosso do Sul;Aérea;13.0
94;1989-08-01;Brasil;Mato Grosso do Sul;Fluvial;0.0
95;1989-08-01;Brasil;Mato Grosso do Sul;Terrestre;2097.0
96;1989-09-01;Brasil;Mato Grosso do Sul;Aérea;3.0
97;1989-09-01;Brasil;Mato Grosso do Sul;Fluvial;0.0
98;1989-09-01;Brasil;Mato Grosso do Sul;Terrestre;2364.0
99;1989-10-01;Brasil;Mato Grosso do Sul;Aérea;16.0
100;1989-10-01;Brasil;Mato Grosso do Sul;Fluvial;0.0
101;1989-10-01;Brasil;Mato Grosso do Sul;Terrestre;2194.0
102;1989-11-01;Brasil;Mato Grosso do Sul;Aérea;9.0
103;1989-11-01;Brasil;Mato Grosso do Sul;Fluvial;0.0
104;1989-11-01;Brasil;Mato Grosso do Sul;Terrestre;2865.0
105;1989-12-01;Brasil;Mato Grosso do Sul;Aérea;1.0
106;1989-12-01;Brasil;Mato Grosso do Sul;Fluvial;0.0
107;1989-12-01;Brasil;Mato Grosso do Sul;Terrestre;3457.0
108;1989-01-01;Brasil;Outras Unidades da Federação;Aérea;2991.0
109;1989-01-01;Brasil;Outras Unidades da Federação;Fluvial;39.0
110;1989-01-01;Brasil;Outras Unidades da Federação;Marítima;1375.0
111;1989-01-01;Brasil;Outras Unidades da Federação;Terrestre;12186.0
112;1989-02-01;Brasil;Outras Unidades da Federação;Aérea;2953.0
113;1989-02-01;Brasil;Outras Unidades da Federação;Fluvial;32.0
114;1989-02-01;Brasil;Outras Unidades da Federação;Marítima;1707.0
115;1989-02-01;Brasil;Outras Unidades da Federação;Terrestre;5881.0
116;1989-03-01;Brasil;Outras Unidades da Federação;Aérea;677.0
117;1989-03-01;Brasil;Outras Unidades da Federação;Fluvial;41.0
118;1989-03-01;Brasil;Outras Unidades da Federação;Marítima;2745.0
119;1989-03-01;Brasil;Outras Unidades da Federação;Terrestre;1451.0
120;1989-04-01;Brasil;Outras Unidades da Federação;Aérea;105.0
121;1989-04-01;Brasil;Outras Unidades da Federação;Fluvial;35.0
122;1989-04-01;Brasil;Outras Unidades da Federação;Marítima;1285.0
123;1989-04-01;Brasil;Outras Unidades da Federação;Terrestre;900.0
124;1989-05-01;Brasil;Outras Unidades da Federação;Aérea;53.0
125;1989-05-01;Brasil;Outras Unidades da Federação;Fluvial;49.0
126;1989-05-01;Brasil;Outras Unidades da Federação;Marítima;108.0
127;1989-05-01;Brasil;Outras Unidades da Federação;Terrestre;1118.0
128;1989-06-01;Brasil;Outras Unidades da Federação;Aérea;186.0
129;1989-06-01;Brasil;Outras Unidades da Federação;Fluvial;64.0
130;1989-06-01;Brasil;Outras Unidades da Federação;Marítima;117.0
131;1989-06-01;Brasil;Outras Unidades da Federação;Terrestre;1168.0
132;1989-07-01;Brasil;Outras Unidades da Federação;Aérea;627.0
133;1989-07-01;Brasil;Outras Unidades da Federação;Fluvial;0.0
134;1989-07-01;Brasil;Outras Unidades da Federação;Marítima;165.0
135;1989-07-01;Brasil;Outras Unidades da Federação;Terrestre;1251.0
136;1989-08-01;Brasil;Outras Unidades da Federação;Aérea;531.0
137;1989-08-01;Brasil;Outras Unidades da Federação;Fluvial;0.0
138;1989-08-01;Brasil;Outras Unidades da Federação;Marítima;64.0
139;1989-08-01;Brasil;Outras Unidades da Federação;Terrestre;1431.0
140;1989-09-01;Brasil;Outras Unidades da Federação;Aérea;144.0
141;1989-09-01;Brasil;Outras Unidades da Federação;Fluvial;0.0
142;1989-09-01;Brasil;Outras Unidades da Federação;Marítima;103.0
143;1989-09-01;Brasil;Outras Unidades da Federação;Terrestre;1231.0
144;1989-10-01;Brasil;Outras Unidades da Federação;Aérea;86.0
145;1989-10-01;Brasil;Outras Unidades da Federação;Fluvial;0.0
146;1989-10-01;Brasil;Outras Unidades da Federação;Marítima;122.0
147;1989-10-01;Brasil;Outras Unidades da Federação;Terrestre;1270.0
148;1989-11-01;Brasil;Outras Unidades da Federação;Aérea;73.0
149;1989-11-01;Brasil;Outras Unidades da Federação;Fluvial;0.0
150;1989-11-01;Brasil;Outras Unidades da Federação;Marítima;772.0
151;1989-11-01;Brasil;Outras Unidades da Federação;Terrestre;1133.0
152;1989-12-01;Brasil;Outras Unidades da Federação;Aérea;462.0
153;1989-12-01;Brasil;Outras Unidades da Federação;Fluvial;0.0
154;1989-12-01;Brasil;Outras Unidades da Federação;Marítima;1020.0
155;1989-12-01;Brasil;Outras Unidades da Federação;Terrestre;1811.0
156;1989-01-01;Brasil;Paraná;Aérea;1071.0
157;1989-01-01;Brasil;Paraná;Fluvial;218.0
158;1989-01-01;Brasil;Paraná;Marítima;25.0
159;1989-01-01;Brasil;Paraná;Terrestre;39855.0
160;1989-02-01;Brasil;Paraná;Aérea;906.0
161;1989-02-01;Brasil;Paraná;Fluvial;179.0
162;1989-02-01;Brasil;Paraná;Marítima;47.0
163;1989-02-01;Brasil;Paraná;Terrestre;19963.0
164;1989-03-01;Brasil;Paraná;Aérea;1327.0
165;1989-03-01;Brasil;Paraná;Fluvial;114.0
166;1989-03-01;Brasil;Paraná;Marítima;46.0
167;1989-03-01;Brasil;Paraná;Terrestre;12296.0
168;1989-04-01;Brasil;Paraná;Aérea;1013.0
169;1989-04-01;Brasil;Paraná;Fluvial;86.0
170;1989-04-01;Brasil;Paraná;Marítima;30.0
171;1989-04-01;Brasil;Paraná;Terrestre;7100.0
172;1989-05-01;Brasil;Paraná;Aérea;706.0
173;1989-05-01;Brasil;Paraná;Fluvial;92.0
174;1989-05-01;Brasil;Paraná;Marítima;22.0
175;1989-05-01;Brasil;Paraná;Terrestre;7238.0
176;1989-06-01;Brasil;Paraná;Aérea;317.0
177;1989-06-01;Brasil;Paraná;Fluvial;96.0
178;1989-06-01;Brasil;Paraná;Marítima;28.0
179;1989-06-01;Brasil;Paraná;Terrestre;5837.0
180;1989-07-01;Brasil;Paraná;Aérea;346.0
181;1989-07-01;Brasil;Paraná;Fluvial;100.0
182;1989-07-01;Brasil;Paraná;Marítima;59.0
183;1989-07-01;Brasil;Paraná;Terrestre;7292.0
184;1989-08-01;Brasil;Paraná;Aérea;711.0
185;1989-08-01;Brasil;Paraná;Fluvial;128.0
186;1989-08-01;Brasil;Paraná;Marítima;37.0
187;1989-08-01;Brasil;Paraná;Terrestre;6408.0
188;1989-09-01;Brasil;Paraná;Aérea;920.0
189;1989-09-01;Brasil;Paraná;Fluvial;131.0
190;1989-09-01;Brasil;Paraná;Marítima;63.0
191;1989-09-01;Brasil;Paraná;Terrestre;7059.0
192;1989-10-01;Brasil;Paraná;Aérea;993.0
193;1989-10-01;Brasil;Paraná;Fluvial;5.0
194;1989-10-01;Brasil;Paraná;Marítima;41.0
195;1989-10-01;Brasil;Paraná;Terrestre;9127.0
196;1989-11-01;Brasil;Paraná;Aérea;886.0
197;1989-11-01;Brasil;Paraná;Fluvial;101.0
198;1989-11-01;Brasil;Paraná;Marítima;138.0
199;1989-11-01;Brasil;Paraná;Terrestre;10390.0
200;1989-12-01;Brasil;Paraná;Aérea;815.0
201;1989-12-01;Brasil;Paraná;Fluvial;63.0
202;1989-12-01;Brasil;Paraná;Marítima;667.0
203;1989-12-01;Brasil;Paraná;Terrestre;14687.0
204;1989-01-01;Brasil;Pará;Aérea;1562.0
205;1989-01-01;Brasil;Pará;Fluvial;523.0
206;1989-02-01;Brasil;Pará;Aérea;1548.0
207;1989-02-01;Brasil;Pará;Fluvial;417.0
208;1989-03-01;Brasil;Pará;Aérea;2362.0
209;1989-03-01;Brasil;Pará;Fluvial;706.0
210;1989-04-01;Brasil;Pará;Aérea;1819.0
211;1989-04-01;Brasil;Pará;Fluvial;4.0
212;1989-05-01;Brasil;Pará;Aérea;1270.0
213;1989-05-01;Brasil;Pará;Fluvial;10.0
214;1989-06-01;Brasil;Pará;Aérea;791.0
215;1989-06-01;Brasil;Pará;Fluvial;18.0
216;1989-07-01;Brasil;Pará;Aérea;778.0
217;1989-07-01;Brasil;Pará;Fluvial;15.0
218;1989-08-01;Brasil;Pará;Aérea;688.0
219;1989-08-01;Brasil;Pará;Fluvial;7.0
220;1989-09-01;Brasil;Pará;Aérea;936.0
221;1989-09-01;Brasil;Pará;Fluvial;5.0
222;1989-10-01;Brasil;Pará;Aérea;1087.0
223;1989-10-01;Brasil;Pará;Fluvial;121.0
224;1989-11-01;Brasil;Pará;Aérea;1096.0
225;1989-11-01;Brasil;Pará;Fluvial;205.0
226;1989-12-01;Brasil;Pará;Aérea;680.0
227;1989-12-01;Brasil;Pará;Fluvial;234.0
228;1989-01-01;Brasil;Pernambuco;Aérea;4692.0
229;1989-01-01;Brasil;Pernambuco;Marítima;664.0
230;1989-02-01;Brasil;Pernambuco;Aérea;3901.0
231;1989-02-01;Brasil;Pernambuco;Marítima;305.0
232;1989-03-01;Brasil;Pernambuco;Aérea;2493.0
233;1989-03-01;Brasil;Pernambuco;Marítima;0.0
234;1989-04-01;Brasil;Pernambuco;Aérea;880.0
235;1989-04-01;Brasil;Pernambuco;Marítima;0.0
236;1989-05-01;Brasil;Pernambuco;Aérea;1947.0
237;1989-05-01;Brasil;Pernambuco;Marítima;56.0
238;1989-06-01;Brasil;Pernambuco;Aérea;2250.0
239;1989-06-01;Brasil;Pernambuco;Marítima;37.0
240;1989-07-01;Brasil;Pernambuco;Aérea;2327.0
241;1989-07-01;Brasil;Pernambuco;Marítima;18.0
242;1989-08-01;Brasil;Pernambuco;Aérea;1120.0
243;1989-08-01;Brasil;Pernambuco;Marítima;33.0
244;1989-09-01;Brasil;Pernambuco;Aérea;1915.0
245;1989-09-01;Brasil;Pernambuco;Marítima;12.0
246;1989-10-01;Brasil;Pernambuco;Aérea;1696.0
247;1989-10-01;Brasil;Pernambuco;Marítima;15.0
248;1989-11-01;Brasil;Pernambuco;Aérea;3431.0
249;1989-11-01;Brasil;Pernambuco;Marítima;300.0
250;1989-12-01;Brasil;Pernambuco;Aérea;4376.0
251;1989-12-01;Brasil;Pernambuco;Marítima;2073.0
252;1989-01-01;Brasil;Rio Grande do Sul;Aérea;13.0
253;1989-01-01;Brasil;Rio Grande do Sul;Fluvial;17015.0
254;1989-01-01;Brasil;Rio Grande do Sul;Marítima;132.0
255;1989-01-01;Brasil;Rio Grande do Sul;Terrestre;129795.0
256;1989-02-01;Brasil;Rio Grande do Sul;Aérea;941.0
257;1989-02-01;Brasil;Rio Grande do Sul;Fluvial;6187.0
258;1989-02-01;Brasil;Rio Grande do Sul;Marítima;40.0
259;1989-02-01;Brasil;Rio Grande do Sul;Terrestre;81482.0
260;1989-03-01;Brasil;Rio Grande do Sul;Aérea;1346.0
261;1989-03-01;Brasil;Rio Grande do Sul;Fluvial;1264.0
262;1989-03-01;Brasil;Rio Grande do Sul;Marítima;96.0
263;1989-03-01;Brasil;Rio Grande do Sul;Terrestre;43904.0
264;1989-04-01;Brasil;Rio Grande do Sul;Aérea;941.0
265;1989-04-01;Brasil;Rio Grande do Sul;Fluvial;681.0
266;1989-04-01;Brasil;Rio Grande do Sul;Marítima;32.0
267;1989-04-01;Brasil;Rio Grande do Sul;Terrestre;14636.0
268;1989-05-01;Brasil;Rio Grande do Sul;Aérea;104.0
269;1989-05-01;Brasil;Rio Grande do Sul;Fluvial;749.0
270;1989-05-01;Brasil;Rio Grande do Sul;Marítima;26.0
271;1989-05-01;Brasil;Rio Grande do Sul;Terrestre;8854.0
272;1989-06-01;Brasil;Rio Grande do Sul;Aérea;17.0
273;1989-06-01;Brasil;Rio Grande do Sul;Fluvial;779.0
274;1989-06-01;Brasil;Rio Grande do Sul;Marítima;82.0
275;1989-06-01;Brasil;Rio Grande do Sul;Terrestre;9824.0
276;1989-07-01;Brasil;Rio Grande do Sul;Aérea;625.0
277;1989-07-01;Brasil;Rio Grande do Sul;Fluvial;966.0
278;1989-07-01;Brasil;Rio Grande do Sul;Marítima;38.0
279;1989-07-01;Brasil;Rio Grande do Sul;Terrestre;13662.0
280;1989-08-01;Brasil;Rio Grande do Sul;Aérea;625.0
281;1989-08-01;Brasil;Rio Grande do Sul;Fluvial;864.0
282;1989-08-01;Brasil;Rio Grande do Sul;Marítima;68.0
283;1989-08-01;Brasil;Rio Grande do Sul;Terrestre;10213.0
284;1989-09-01;Brasil;Rio Grande do Sul;Aérea;226.0
285;1989-09-01;Brasil;Rio Grande do Sul;Fluvial;536.0
286;1989-09-01;Brasil;Rio Grande do Sul;Marítima;92.0
287;1989-09-01;Brasil;Rio Grande do Sul;Terrestre;14014.0
288;1989-10-01;Brasil;Rio Grande do Sul;Aérea;382.0
289;1989-10-01;Brasil;Rio Grande do Sul;Fluvial;888.0
290;1989-10-01;Brasil;Rio Grande do Sul;Marítima;93.0
291;1989-10-01;Brasil;Rio Grande do Sul;Terrestre;16526.0
292;1989-11-01;Brasil;Rio Grande do Sul;Aérea;1464.0
293;1989-11-01;Brasil;Rio Grande do Sul;Fluvial;820.0
294;1989-11-01;Brasil;Rio Grande do Sul;Marítima;640.0
295;1989-11-01;Brasil;Rio Grande do Sul;Terrestre;13478.0
296;1989-12-01;Brasil;Rio Grande do Sul;Aérea;1424.0
297;1989-12-01;Brasil;Rio Grande do Sul;Fluvial;1535.0
298;1989-12-01;Brasil;Rio Grande do Sul;Marítima;723.0
299;1989-12-01;Brasil;Rio Grande do Sul;Terrestre;23816.0
300;1989-01-01;Brasil;Rio de Janeiro;Aérea;54360.0
301;1989-01-01;Brasil;Rio de Janeiro;Marítima;487.0
302;1989-02-01;Brasil;Rio de Janeiro;Aérea;49407.0
303;1989-02-01;Brasil;Rio de Janeiro;Marítima;905.0
304;1989-03-01;Brasil;Rio de Janeiro;Aérea;56485.0
305;1989-03-01;Brasil;Rio de Janeiro;Marítima;218.0
306;1989-04-01;Brasil;Rio de Janeiro;Aérea;36499.0
307;1989-04-01;Brasil;Rio de Janeiro;Marítima;146.0
308;1989-05-01;Brasil;Rio de Janeiro;Aérea;29975.0
309;1989-05-01;Brasil;Rio de Janeiro;Marítima;144.0
310;1989-06-01;Brasil;Rio de Janeiro;Aérea;26899.0
311;1989-06-01;Brasil;Rio de Janeiro;Marítima;100.0
312;1989-07-01;Brasil;Rio de Janeiro;Aérea;37209.0
313;1989-07-01;Brasil;Rio de Janeiro;Marítima;125.0
314;1989-08-01;Brasil;Rio de Janeiro;Aérea;38562.0
315;1989-08-01;Brasil;Rio de Janeiro;Marítima;152.0
316;1989-09-01;Brasil;Rio de Janeiro;Aérea;17182.0
317;1989-09-01;Brasil;Rio de Janeiro;Marítima;189.0
318;1989-10-01;Brasil;Rio de Janeiro;Aérea;33890.0
319;1989-10-01;Brasil;Rio de Janeiro;Marítima;748.0
320;1989-11-01;Brasil;Rio de Janeiro;Aérea;41357.0
321;1989-11-01;Brasil;Rio de Janeiro;Marítima;395.0
322;1989-12-01;Brasil;Rio de Janeiro;Aérea;45204.0
323;1989-12-01;Brasil;Rio de Janeiro;Marítima;1807.0
324;1989-01-01;Brasil;São Paulo;Aérea;17495.0
325;1989-01-01;Brasil;São Paulo;Marítima;49.0
326;1989-02-01;Brasil;São Paulo;Aérea;15173.0
327;1989-02-01;Brasil;São Paulo;Marítima;57.0
328;1989-03-01;Brasil;São Paulo;Aérea;15836.0
329;1989-03-01;Brasil;São Paulo;Marítima;142.0
330;1989-04-01;Brasil;São Paulo;Aérea;14593.0
331;1989-04-01;Brasil;São Paulo;Marítima;19.0
332;1989-05-01;Brasil;São Paulo;Aérea;13489.0
333;1989-05-01;Brasil;São Paulo;Marítima;31.0
334;1989-06-01;Brasil;São Paulo;Aérea;14045.0
335;1989-06-01;Brasil;São Paulo;Marítima;12.0
336;1989-07-01;Brasil;São Paulo;Aérea;17252.0
337;1989-07-01;Brasil;São Paulo;Marítima;11.0
338;1989-08-01;Brasil;São Paulo;Aérea;15417.0
339;1989-08-01;Brasil;São Paulo;Marítima;71.0
340;1989-09-01;Brasil;São Paulo;Aérea;13266.0
341;1989-09-01;Brasil;São Paulo;Marítima;27.0
342;1989-10-01;Brasil;São Paulo;Aérea;14034.0
343;1989-10-01;Brasil;São Paulo;Marítima;31.0
344;1989-11-01;Brasil;São Paulo;Aérea;16686.0
345;1989-11-01;Brasil;São Paulo;Marítima;97.0
346;1989-12-01;Brasil;São Paulo;Aérea;16084.0
347;1989-12-01;Brasil;São Paulo;Marítima;43.0
348;1990-01-01;Brasil;Amazonas;Aérea;1282.0
349;1990-01-01;Brasil;Amazonas;Fluvial;1.0
350;1990-01-01;Brasil;Amazonas;Terrestre;346.0
351;1990-02-01;Brasil;Amazonas;Aérea;1752.0
352;1990-02-01;Brasil;Amazonas;Fluvial;3.0
353;1990-02-01;Brasil;Amazonas;Terrestre;200.0
354;1990-03-01;Brasil;Amazonas;Aérea;1764.0
355;1990-03-01;Brasil;Amazonas;Fluvial;9.0
356;1990-03-01;Brasil;Amazonas;Terrestre;117.0
357;1990-04-01;Brasil;Amazonas;Aérea;263.0
358;1990-04-01;Brasil;Amazonas;Fluvial;10.0
359;1990-04-01;Brasil;Amazonas;Terrestre;155.0
360;1990-05-01;Brasil;Amazonas;Aérea;690.0
361;1990-05-01;Brasil;Amazonas;Fluvial;89.0
362;1990-05-01;Brasil;Amazonas;Terrestre;74.0
363;1990-06-01;Brasil;Amazonas;Aérea;568.0
364;1990-06-01;Brasil;Amazonas;Fluvial;0.0
365;1990-06-01;Brasil;Amazonas;Terrestre;32.0
366;1990-07-01;Brasil;Amazonas;Aérea;313.0
367;1990-07-01;Brasil;Amazonas;Fluvial;8.0
368;1990-07-01;Brasil;Amazonas;Terrestre;167.0
369;1990-08-01;Brasil;Amazonas;Aérea;751.0
370;1990-08-01;Brasil;Amazonas;Fluvial;2.0
371;1990-08-01;Brasil;Amazonas;Terrestre;199.0
372;1990-09-01;Brasil;Amazonas;Aérea;267.0
373;1990-09-01;Brasil;Amazonas;Fluvial;1.0
374;1990-09-01;Brasil;Amazonas;Terrestre;33.0
375;1990-10-01;Brasil;Amazonas;Aérea;1248.0
376;1990-10-01;Brasil;Amazonas;Fluvial;579.0
377;1990-10-01;Brasil;Amazonas;Terrestre;156.0
378;1990-11-01;Brasil;Amazonas;Aérea;221.0
379;1990-11-01;Brasil;Amazonas;Fluvial;0.0
380;1990-11-01;Brasil;Amazonas;Terrestre;79.0
381;1990-12-01;Brasil;Amazonas;Aérea;357.0
382;1990-12-01;Brasil;Amazonas;Fluvial;0.0
383;1990-12-01;Brasil;Amazonas;Terrestre;57.0
384;1990-01-01;Brasil;Bahia;Aérea;1498.0
385;1990-01-01;Brasil;Bahia;Marítima;501.0
386;1990-02-01;Brasil;Bahia;Aérea;1330.0
387;1990-02-01;Brasil;Bahia;Marítima;1042.0
388;1990-03-01;Brasil;Bahia;Aérea;1417.0
389;1990-03-01;Brasil;Bahia;Marítima;481.0
390;1990-04-01;Brasil;Bahia;Aérea;1326.0
391;1990-04-01;Brasil;Bahia;Marítima;28.0
392;1990-05-01;Brasil;Bahia;Aérea;802.0
393;1990-05-01;Brasil;Bahia;Marítima;35.0
394;1990-06-01;Brasil;Bahia;Aérea;228.0
395;1990-06-01;Brasil;Bahia;Marítima;31.0
396;1990-07-01;Brasil;Bahia;Aérea;1256.0
397;1990-07-01;Brasil;Bahia;Marítima;32.0
398;1990-08-01;Brasil;Bahia;Aérea;1297.0
399;1990-08-01;Brasil;Bahia;Marítima;28.0
400;1990-09-01;Brasil;Bahia;Aérea;776.0
401;1990-09-01;Brasil;Bahia;Marítima;53.0
402;1990-10-01;Brasil;Bahia;Aérea;1167.0
403;1990-10-01;Brasil;Bahia;Marítima;50.0
404;1990-11-01;Brasil;Bahia;Aérea;1146.0
405;1990-11-01;Brasil;Bahia;Marítima;19.0
406;1990-12-01;Brasil;Bahia;Aérea;1139.0
407;1990-12-01;Brasil;Bahia;Marítima;530.0
408;1990-01-01;Brasil;Distrito Federal;Aérea;2.0
409;1990-02-01;Brasil;Distrito Federal;Aérea;1.0
410;1990-03-01;Brasil;Distrito Federal;Aérea;979.0
411;1990-04-01;Brasil;Distrito Federal;Aérea;49.0
412;1990-05-01;Brasil;Distrito Federal;Aérea;113.0
413;1990-06-01;Brasil;Distrito Federal;Aérea;26.0
414;1990-07-01;Brasil;Distrito Federal;Aérea;132.0
415;1990-08-01;Brasil;Distrito Federal;Aérea;57.0
416;1990-09-01;Brasil;Distrito Federal;Aérea;4.0
417;1990-10-01;Brasil;Distrito Federal;Aérea;71.0
418;1990-11-01;Brasil;Distrito Federal;Aérea;3.0
419;1990-12-01;Brasil;Distrito Federal;Aérea;2.0
420;1990-01-01;Brasil;Mato Grosso do Sul;Aérea;9.0
421;1990-01-01;Brasil;Mato Grosso do Sul;Terrestre;3673.0
422;1990-02-01;Brasil;Mato Grosso do Sul;Aérea;16.0
423;1990-02-01;Brasil;Mato Grosso do Sul;Terrestre;2783.0
424;1990-03-01;Brasil;Mato Grosso do Sul;Aérea;3.0
425;1990-03-01;Brasil;Mato Grosso do Sul;Terrestre;2651.0
426;1990-04-01;Brasil;Mato Grosso do Sul;Aérea;12.0
427;1990-04-01;Brasil;Mato Grosso do Sul;Terrestre;1452.0
428;1990-05-01;Brasil;Mato Grosso do Sul;Aérea;12.0
429;1990-05-01;Brasil;Mato Grosso do Sul;Terrestre;1511.0
430;1990-06-01;Brasil;Mato Grosso do Sul;Aérea;17.0
431;1990-06-01;Brasil;Mato Grosso do Sul;Terrestre;1649.0
432;1990-07-01;Brasil;Mato Grosso do Sul;Aérea;10.0
433;1990-07-01;Brasil;Mato Grosso do Sul;Terrestre;1930.0
434;1990-08-01;Brasil;Mato Grosso do Sul;Aérea;7.0
435;1990-08-01;Brasil;Mato Grosso do Sul;Terrestre;1692.0
436;1990-09-01;Brasil;Mato Grosso do Sul;Aérea;0.0
437;1990-09-01;Brasil;Mato Grosso do Sul;Terrestre;1564.0
438;1990-10-01;Brasil;Mato Grosso do Sul;Aérea;0.0
439;1990-10-01;Brasil;Mato Grosso do Sul;Terrestre;1390.0
